id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
19100264,"Spacious PRIVATE Bedroom, FREE WIFI, & more...",44358452,Ms. Vee,,South Chicago,41.73801291477531,-87.5642491678285,Private room,25,32,1,2018-08-04,0.43,8,365
19101426,3 BR East Lakeview Coach House with Large Patio,118232209,Eric And Beth,,Lake View,41.9340888602548,-87.63960376759778,Entire home/apt,350,1,51,2018-10-08,3.17,2,334
19101743,Chicago's Pleasantville Townhome,39607981,Adyna,,Austin,41.91501098594951,-87.76106416509259,Private room,50,2,60,2018-10-04,4.24,1,333
19111753,Nice one bedroom/bath in the South Shore area.,26381069,Carl,,South Shore,41.76593438770366,-87.59141681625425,Private room,52,1,10,2018-09-10,0.61,1,365
19112227,Large One Bedroom in Beautiful Lincoln Park,133543439,Anil,,Lincoln Park,41.923738203978075,-87.6394587133623,Entire home/apt,110,3,1,2017-06-18,0.06,1,0
19113654,Beautifully Sunlit Bedroom in Rogers Park Vintage,12157964,Emily,,West Ridge,42.00668452807425,-87.68312627354679,Private room,35,1,29,2018-09-15,1.92,1,165
19114011,Private room with Private Bath & FREE Parking,4434,Kellen,,Douglas,41.83303043375853,-87.61965984460905,Private room,60,2,59,2018-10-05,4.04,5,151
19116268,Vintage space With Modern Taste!,37139964,Reniece,,Woodlawn,41.783399204271355,-87.5918752108385,Private room,65,1,14,2018-04-15,0.86,1,0
19117023,3 Bedroom APT Walking Distance From Wrigley Field,65774201,Evan,,Lake View,41.94735937947402,-87.66884055865862,Entire home/apt,200,2,2,2018-06-24,0.29,2,99
19117572,Spacious 1 Bhk house (+cable internet amenties),133590691,Mithi,,Near North Side,41.898003163728205,-87.627776912838,Entire home/apt,64,20,3,2018-07-22,0.99,2,67
19118210,Privacy and Comfort with your very own floor!,55340110,Elizabeth,,Irving Park,41.954999084486445,-87.71298661255778,Private room,75,1,65,2018-10-08,4.11,1,56
19120473,Elegantly Designed Condominium Close to Wrigley Field,133617661,Todd,,Lake View,41.944968969822526,-87.66267382202945,Entire home/apt,295,2,32,2018-10-06,2.06,1,358
19121932,Private room in Lakeview!,35674167,Fawaz,,Lake View,41.94197242132528,-87.65536222680902,Private room,69,1,8,2018-08-05,0.49,1,0
19122125,3 Story Townhome - Walk to Wrigley and Beach!!,2335392,Will And Leslie,,Lake View,41.95417291716351,-87.65191740799263,Entire home/apt,229,2,8,2018-07-02,0.51,1,0
19122414,New Room By Chinatown Square [6],132063967,Chun,,Armour Square,41.85251619869856,-87.63320696025005,Private room,50,1,28,2018-09-24,1.72,20,350
19122570,New Room By Chinatown Square [5],132063967,Chun,,Armour Square,41.85165274456777,-87.6327503990509,Private room,50,1,28,2018-09-03,1.71,20,356
19122903,"BEAUTIFUL ROOM, CENTRAL LOCATION, FREE PARKING",55976787,Natalia,,Near West Side,41.873719395335186,-87.64289056958867,Private room,19,1,107,2018-09-23,6.52,32,104
19123858,Great Location Studio II,14241347,Dino,,Near North Side,41.90123546065875,-87.6305615320548,Entire home/apt,100,1,121,2018-10-06,7.42,6,313
19124180,Great Location Studio III,14241347,Dino,,Near North Side,41.90196816729155,-87.63042583444266,Entire home/apt,94,1,142,2018-10-05,8.69,6,299
19131659,ELEGANT MODERN LOFT (The best for my Guest),90097298,Fausto,,Garfield Ridge,41.805049016027766,-87.74871490724806,Entire home/apt,97,2,53,2018-09-30,3.43,1,15
19136596,Bridgeport Garden Apartment,133758803,Juan,,Bridgeport,41.833836417261324,-87.64804664080287,Entire home/apt,90,2,59,2018-10-08,3.85,1,158
19138127,ARKADIA TOWER FURNISHED STUDIO GYM POOL SPA (25),9400379,Chicago Property Concierge,,Near West Side,41.87855839457107,-87.64644920753307,Entire home/apt,99,31,2,2018-04-06,0.17,29,365
19143990,Share our Power Recliner,48005381,Kathy,,Irving Park,41.95709156619986,-87.74184051142997,Shared room,25,1,29,2018-10-07,1.80,3,359
19144279,"Private Cozy Bedroom, 15 Min From O'Hare",132851466,Joey,,Norwood Park,41.992040193723064,-87.78306300528527,Private room,50,1,17,2018-06-03,1.09,4,265
19144299,"Condo 5 blocks from United Center, 2 to train",37730662,Colby,,Near West Side,41.87942198751773,-87.68472591474892,Entire home/apt,87,1,9,2018-09-03,0.60,1,0
19144659,The Jetson House - with Smart Home Technologies#,73912900,Aaron,,Woodlawn,41.774061585397774,-87.59142936413349,Entire home/apt,250,4,38,2018-09-17,2.46,1,301
19145091,Amazing View in the Best of Chicago,133110398,Pat,,Loop,41.885831940870176,-87.6170910100102,Entire home/apt,99,2,12,2018-01-02,0.75,1,0
19154620,New Room By Chinatown Square [3],132063967,Chun,,Armour Square,41.85220767491216,-87.63341018578036,Private room,50,1,26,2018-09-16,1.60,20,347
19154929,New Room By Chinatown Square [4],132063967,Chun,,Armour Square,41.85236801941,-87.63446306570611,Private room,50,1,27,2018-09-24,1.66,20,360
19158517,Deluxe studio apartment in the heart of Old Town,54727125,Matt,,Lincoln Park,41.91398372495323,-87.64280286211297,Entire home/apt,200,2,39,2018-10-08,4.12,1,51
19158727,LINEA MODERN FURNISHED STUDIO GYM POOL (41),9400379,Chicago Property Concierge,,Loop,41.88463013605733,-87.63542247627424,Entire home/apt,89,31,4,2018-10-07,0.28,29,322
19161640,Guest Bedroom in a Spacious Lincoln Park Apartment,6474582,Tessa,,Lincoln Park,41.925529585279655,-87.6645528750018,Private room,110,2,7,2017-10-09,0.44,1,0
19161979,Worldly Stylish Cozy private bedroom in Avondale,34844532,Susannah,,Avondale,41.93561685174128,-87.72561601979746,Private room,40,2,3,2017-10-08,0.22,1,39
19163112,Full Bed  Private and Cozy! 20 Mins Drive ORD!,82909901,Meyyappan,,Jefferson Park,41.974988452525075,-87.7824750789019,Private room,40,1,138,2018-10-06,8.61,2,144
19165752,Pilsen 3 bedroom apartment,134033945,Humphrey,,Lower West Side,41.85876096728334,-87.65026689916799,Entire home/apt,142,1,32,2018-09-24,2.00,1,79
19172265,Beautiful 1 BR in Gold Coast,25324080,Brad,,Near North Side,41.90310043465994,-87.62936470041467,Entire home/apt,150,1,0,,,1,0
19173673,New Room By Chinatown Square [10] TWIN Size Bed,132063967,Chun,,Armour Square,41.85154829424876,-87.63473242858522,Private room,50,1,35,2018-09-26,2.18,20,348
19174050,New Room By Chinatown Square [11],132063967,Chun,,Armour Square,41.85309457788609,-87.63253550335396,Private room,50,1,24,2018-09-23,1.54,20,351
19174304,New Room By Chinatown Square [12] Full size,132063967,Chun,,Armour Square,41.851210000186306,-87.63315863125898,Private room,50,1,31,2018-09-23,1.91,20,355
19181101,The Morning Room. By The Cubs. Close To Everything,108250312,Andres,,Lake View,41.94985638382431,-87.65085162083388,Private room,77,1,19,2018-09-16,1.32,3,362
19181150,Comfort Living,81529961,Afua,,Grand Boulevard,41.81857454579383,-87.62315092936755,Entire home/apt,130,3,29,2018-09-16,1.81,1,76
19182676,Heart❤️of Hyde Park: Lakefront Private Room w/Pool,134175929,Michael,,Kenwood,41.80466566092856,-87.58608103198513,Private room,50,2,49,2018-10-08,3.30,1,148
19188823,Modern Apartment for your Chicago trip,71073433,Blake,,Belmont Cragin,41.919667058294294,-87.78828463908019,Private room,170,1,6,2018-06-10,0.39,1,0
19193521,Unique Tri-level Townhome,19645168,Brandon,,Lincoln Park,41.929510005907424,-87.65482636517348,Entire home/apt,200,2,34,2018-09-23,2.25,5,60
19194773,New West Town/Bucktown/Wicker Park Abode,23415583,Jennifer,,West Town,41.90215099479766,-87.68761570059321,Entire home/apt,75,1,60,2018-10-08,5.66,1,63
19195727,"Romantic Room. Quiet, Fresh , Clean.",108250312,Andres,,Lake View,41.94905058562733,-87.64905159721728,Private room,77,1,40,2018-09-24,2.46,3,364
19196148,Whole first floor w/bedroom & private shower,134285327,Margaret,,West Town,41.898458198652484,-87.67847875028009,Private room,100,2,16,2017-09-18,0.98,1,164
19199181,"The Harbor: Homan Square (Queen, 2 Guests) Snooze",64582798,Mike,,East Garfield Park,41.873339292371796,-87.71309990643482,Private room,49,1,67,2018-08-22,4.17,144,301
19199419,Modern HUGE Home with attached Garage! ❤️,35781467,Sonia & Syed,,Portage Park,41.96594847530649,-87.76706613139113,Entire home/apt,150,1,56,2018-10-01,3.95,25,244
19206443,中唐招待【101】,60390549,Zhi,,Armour Square,41.84970893065502,-87.6314610738367,Entire home/apt,250,1,34,2018-10-06,5.90,10,344
19206541,Wicker Park 2 bedroom condo!,134387932,Hersh,,West Town,41.908898347111396,-87.69029383031567,Entire home/apt,100,3,2,2017-07-12,0.13,1,0
19208256,The Grand Kimball Lodge,11266083,HyMay,,Logan Square,41.9220308473178,-87.71194624506539,Entire home/apt,450,3,21,2018-08-19,1.45,1,341
19208339,"Conveniently located, cozy 2 bedroom garden unit.",73228641,Martha,,West Town,41.912573417413405,-87.68897705286777,Entire home/apt,130,1,5,2018-09-04,0.72,1,133
19210768,Studio near Beach and Wrigley Field w/parking spot,134429495,Ray,,Uptown,41.96167431661363,-87.64982928233883,Entire home/apt,149,1,8,2017-10-22,0.53,1,0
19221071,"Full Apt in Old Town, walk to beach & LP Zoo",134535929,Reyna,,Near North Side,41.90524354106099,-87.63306260321906,Private room,133,2,0,,,1,0
19222522,HOT West Loop Modern Loft Style Condo-2 bed/2 bath,89891209,Amy,,Near West Side,41.88239783421722,-87.64954071046373,Entire home/apt,215,2,44,2018-10-08,3.38,1,22
19229128,Large Studio Private Apartment,134617861,Elsie,,Hyde Park,41.795189045027165,-87.5867983804861,Entire home/apt,100,1,93,2018-09-22,5.89,1,135
19229309,Entire Apartment - Coach House on Oakley,134623319,Fabiola,,Near West Side,41.870580503121985,-87.68220476851427,Entire home/apt,50,1,8,2017-09-18,0.51,2,72
19230286,"Great location! W/ LED Lights, Near Loyola+Food",133307715,Natalie,,Rogers Park,42.00604041909551,-87.66068653972158,Entire home/apt,46,2,28,2018-10-08,1.75,1,149
19241474,Bright and Cozy Bedroom in Hip Neighborhood,113823569,Ariana,,West Town,41.89545680487336,-87.68506562802378,Private room,53,1,17,2017-08-29,1.06,1,0
19242207,"Haddon Hideaway, a cozy room in a Landmark Cottage",134723134,Linda,,West Town,41.90262796595726,-87.67560617602284,Private room,45,1,79,2018-10-08,5.11,1,314
19242274,Elegant Chicago Lincoln Park/DePaul free parking,134707455,Jane,,Lincoln Park,41.91462151925534,-87.64969463604243,Entire home/apt,149,3,56,2018-10-08,3.55,1,76
19243410,Wrigley Field Grand Slam,126136948,Mark,,Lake View,41.94661631788188,-87.65556318816968,Shared room,150,2,4,2017-09-10,0.28,12,12
19245639,1 BDR - Walkable - Foodie Hub - Logan Square Area,1264800,Natalia,,Avondale,41.93330529911771,-87.70056205153445,Entire home/apt,95,3,56,2018-09-27,3.61,1,144
19246946,Charming Chinatown Flat by Downtown & McCormick,17888170,MiLo And Chandra,,Armour Square,41.85208201710967,-87.63796176396741,Entire home/apt,150,2,72,2018-10-10,4.54,5,308
19249102,Sunny East Lincoln Park 2 bedroom,3382417,Heather And Mehran,,Lincoln Park,41.92841400917515,-87.64193172061573,Entire home/apt,75,1,56,2018-10-04,3.54,2,20
19249295,Double bed with private bathroom; easy city access,40226382,Catherine,,Edgewater,41.99537184090773,-87.66437294013082,Private room,42,1,2,2018-09-22,1.22,1,0
19250078,Historic Coach House with Vintage and Modern Feel,17739188,Lori,,Grand Boulevard,41.82222196926938,-87.6148147884555,Entire home/apt,185,2,45,2018-09-30,2.81,5,275
19263774,East Rogers Park Pr Bath NU Loyola @ Sheridan Rd,1599090,Evelyn,,Rogers Park,42.02042162786503,-87.66686537046554,Private room,48,2,21,2018-10-01,1.45,4,175
19266619,Vintage 1-bedroom in Wicker Park / West Town,42139417,Sarah,,West Town,41.90174519805959,-87.67016607966598,Entire home/apt,135,2,8,2017-11-13,0.51,1,0
19269442,Cozy Lincoln Square Studio,35304490,Sayora,,Lincoln Square,41.970045936222974,-87.69422093171404,Entire home/apt,75,1,63,2018-05-25,4.05,1,0
19271119,Private room/bathroom next to UIC w/parking,35035254,Haley,,Near West Side,41.86011329757176,-87.64873118560176,Private room,105,3,46,2018-09-12,2.91,1,8
19273125,Unavailable,5901182,Joyce,,Albany Park,41.961438690187734,-87.71990759848215,Private room,24,1,0,,,1,0
19283060,A modern space blocks from public transportation,21955427,Justin,,Near West Side,41.8735820837588,-87.68473412757268,Private room,50,1,83,2018-10-08,5.25,1,65
19285860,Luxury Fully Equipped Logan Square,135055128,Forrest/Laura,,Logan Square,41.916968130104735,-87.70457490125334,Entire home/apt,99,2,18,2018-08-25,1.16,1,306
19295611,Chic & Stylish Private Bedroom - Logan Square,20934618,Renee,,Logan Square,41.93110415632641,-87.68996128790245,Private room,50,2,63,2018-09-30,4.06,1,61
19297111,LINEA MODERN FURNISHED ONE BED FITNESS POOL (33),9400379,Chicago Property Concierge,,Loop,41.88575075620229,-87.63382770123947,Entire home/apt,185,31,0,,,29,334
19306090,Frank Lloyd Wright Flight,126136948,Mark,,Jefferson Park,41.97659595729278,-87.78694968161989,Private room,59,2,2,2017-10-08,0.14,12,12
19308810,The Victorian Room,108250312,Andres,,Lake View,41.95039585765808,-87.65016559791349,Private room,77,1,28,2018-09-23,2.15,3,358
19316227,2Bed Penthouse/Free Parking/Sunset Views/McCormick,72670952,Aqueelah,,Near South Side,41.85629749518673,-87.62437381377566,Entire home/apt,329,2,34,2018-10-08,2.44,7,152
19327931,"3br, 2 bath kid friendly apt w/ free parking",44967753,Peter,,Lincoln Square,41.96885645625824,-87.68699424841105,Entire home/apt,350,3,0,,,1,0
19330893,Private room in the heart of Wicker Park,9148781,Thomas,,West Town,41.91203881474886,-87.67620669242156,Private room,64,2,4,2017-07-30,0.26,2,63
19343583,Near West Side Sanctuary,7529742,Christina,,Near West Side,41.87854189350641,-87.6811482294653,Private room,64,1,19,2017-09-30,1.26,1,0
19344634,"244 2F comfy, relaxing home 4b in Chinatown center",7629653,Helen,,Armour Square,41.85192489850162,-87.63263078750607,Private room,179,1,48,2018-10-07,3.09,5,41
19347386,Prime Location. Across Street from U of C,119562761,Lulu,,Hyde Park,41.79689780158159,-87.59863242255719,Private room,59,1,45,2018-06-24,2.90,2,0
19348305,Gorgeous Boystown Penthouse,5760690,Lindsay,,Lake View,41.93648605844962,-87.64671041971015,Entire home/apt,390,3,1,2018-08-06,0.45,1,0
19363258,Little Bohemia Rogers Park near lake private room,1599090,Evelyn,,Rogers Park,42.022276610679896,-87.667891357084,Private room,50,1,22,2018-10-01,1.56,4,356
19364426,Wicker Park Private Room on Your Own Floor,11103974,Juliet,,West Town,41.90044382006817,-87.67147015207219,Private room,85,2,59,2018-10-06,3.92,1,69
19376768,Roomy 1-Bed in the heart of Wrigley/Boystown!,19416515,Alloy,,Lake View,41.94589961728847,-87.64724230652635,Entire home/apt,130,1,8,2017-11-13,0.57,1,0
19379606,Pictures do not do justice for this place!,26305259,Edgar,,Near West Side,41.87652475916628,-87.64320516948457,Entire home/apt,200,3,70,2018-10-08,4.52,1,141
19381712,Room in spacious flat in friendly Hyde Park,30661200,Cecília,,Hyde Park,41.79619451156435,-87.58873937300075,Private room,40,1,1,2017-06-29,0.06,1,0
19399921,Lovely 3/2.5 duplex in Wicker Park area,19061917,Anne,,West Town,41.90045906844022,-87.66332385066296,Entire home/apt,399,3,11,2018-09-24,0.73,1,153
19412268,"Bright, Aloha Vibes in the Heart of Wicker Park",4069585,Liz,,West Town,41.90749308678228,-87.6756562458283,Entire home/apt,650,1,19,2018-09-23,1.57,13,138
19414085,BRIGHT & SPACIOUS Condo - Smack middle of WRIGLEY,209564,Ami,,Lake View,41.94604532844659,-87.6551961173564,Entire home/apt,150,1,59,2018-09-27,3.76,4,96
19416779,Beautiful North Side Haven,30810272,Donna,,Avondale,41.94233702085521,-87.72302833851691,Private room,45,2,7,2018-08-06,0.49,1,89
19422982,DREAMY Downtown Penthouse,69264508,Joshua,,Near North Side,41.89529384889303,-87.62680397569618,Private room,100,2,23,2018-09-16,1.65,1,85
19424810,Stunning Retro Apartment in Andersonville,136186496,Jim,,Edgewater,41.98438745617015,-87.6722701684606,Entire home/apt,115,1,112,2018-10-03,7.32,1,146
19430838,Glittering 2 Bed 1 Bath Apartment with Balcony,136225258,Agatha,,West Town,41.89639150466263,-87.67724738754269,Entire home/apt,170,2,36,2018-09-23,2.50,1,325
19431349,Classic 1BR in Wicker Park by Sonder,12243051,Sonder,,West Town,41.90864472925035,-87.67410650571506,Entire home/apt,117,2,36,2018-09-02,2.28,129,214
19432136,The University of Chicago Hospital/Campus Room,12728248,Judy,,Hyde Park,41.79150901740832,-87.59395157588062,Private room,55,7,2,2018-08-05,0.79,3,52
19435711,Intimate 2BR in Lincoln Park by Sonder,12243051,Sonder,,Lincoln Park,41.931355805260836,-87.6480959636664,Entire home/apt,135,2,16,2018-08-04,1.01,129,188
19437851,Pilsen Gem,136277179,Jesus,,Lower West Side,41.85075851139627,-87.66889715431668,Entire home/apt,112,39,33,2018-04-24,2.12,3,0
19438335,Wicker Park/Ukranian Village Gem,136282419,Sophie,,West Town,41.901483029501435,-87.67876682850452,Private room,60,2,26,2017-11-22,1.64,1,0
19446753,Private room in Boystown,5620603,James,,Lake View,41.942283291395164,-87.64769662331001,Private room,85,1,38,2018-10-06,2.44,1,0
19448661,Wicker Park Spartan Room- private bed+bath,24382077,Stephen,,West Town,41.90643181480607,-87.68692292084674,Private room,57,1,65,2018-10-03,4.18,1,74
19451443,Ukrainatopia,133779718,Grace,,West Town,41.89677114802908,-87.67813906810305,Entire home/apt,125,2,43,2018-09-23,2.99,2,64
19454398,Bridgeport Home,96350945,Patrick,,Bridgeport,41.845602714629976,-87.64619484298028,Entire home/apt,178,2,16,2018-10-06,1.03,1,242
19454423,Modern 2 Bedroom Quiet Street Blocks from Action,136423237,Elena,,Logan Square,41.91516162743792,-87.6991956740403,Entire home/apt,150,2,61,2018-09-17,3.99,1,131
19454507,Gauguin a Go-Go!,126136948,Mark,,Jefferson Park,41.97628169959077,-87.78499786943044,Private room,99,2,1,2017-07-22,0.07,12,12
19454945,East Pilsen Garden Apt. # 2,130336321,Adriane,,Lower West Side,41.855328681695724,-87.64106413289512,Entire home/apt,102,2,35,2018-10-08,2.28,1,10
19455264,Sophisticated 4BR in Lincoln Park by Sonder,12243051,Sonder,,Lincoln Park,41.92785367877152,-87.64717683423383,Entire home/apt,195,2,21,2018-09-23,1.58,129,179
19469209,"221 Cozy, Nice Bedroom in Center Chinatown Area.",7629653,Helen,,Armour Square,41.850205168710154,-87.6334750721888,Private room,30,1,46,2018-10-05,2.96,5,146
19469602,Urban Terrace @ Fulton House!,56917234,Lara,,East Garfield Park,41.88549659953423,-87.70592067813945,Entire home/apt,199,2,54,2018-10-06,3.48,8,345
19473835,Crazy Fun Chicago Private room with VERY COMFY bed,66525956,Ray And Mykal,,North Center,41.957802447746595,-87.67805198265916,Private room,85,2,34,2018-10-06,2.16,1,346
19474423,Entire Private Apartment (Duplex) by Chinatown,129327646,Roger,,Bridgeport,41.84485001051659,-87.63987999000284,Entire home/apt,70,1,123,2018-09-22,7.88,5,324
19474637,"Artists Loft Living (Huge, Spacious Loft Apt)",136641917,Patrese,,Grand Boulevard,41.80853593138837,-87.61437017285783,Entire home/apt,75,2,7,2017-11-19,0.46,1,0
19474858,Bright Andersonville Bedroom,92160548,Andrew,,Uptown,41.975115725508125,-87.6690338730166,Private room,120,1,2,2018-02-02,0.13,1,0
19475086,West Loop Luxury Suite No.1 by Zencity,47172572,Zencity,,Near West Side,41.88647925476322,-87.64077496643726,Entire home/apt,99,2,65,2018-10-04,4.34,57,3
19475142,West Loop Luxury Suite No.2 by Zencity,47172572,Zencity,,Near West Side,41.88775366901109,-87.63936601929717,Entire home/apt,99,2,60,2018-10-04,4.02,57,0
19483412,"Gorgeous Bed, Deck, 8 blocks to Wrigley!",10050577,Marisa And Kelsey,,Uptown,41.96348104853468,-87.66238947405901,Private room,89,1,8,2018-09-02,0.51,4,5
19483555,Private room on tree lined street in Lakeview,136739384,Suzanne,,Lake View,41.94763611276956,-87.65130100760732,Private room,90,30,4,2018-07-31,0.28,2,242
19486763,Private Studio by Chinatown (Duplex),129327646,Roger,,Bridgeport,41.843981816904034,-87.64005768388418,Entire home/apt,55,1,120,2018-09-16,7.59,5,271
19488092,Bright and Cozy Studio Minutes from Wrigley Field,118414578,Ashnar,,Lake View,41.94463007637355,-87.65399706053351,Entire home/apt,95,1,11,2018-06-22,0.77,1,0
19496735,"Comfy Retro Studio-sleeps 4, PRIVATE side entrance",136799638,Mike&Rodrigo,,Portage Park,41.95569444339785,-87.77000174444738,Private room,80,2,49,2018-10-09,3.14,1,158
19506501,A cozy newly remodeled 1 bedroom,39111123,Devon,,South Shore,41.771538733000106,-87.57080518014294,Entire home/apt,50,2,39,2018-10-09,2.51,1,350
19523722,(72W-P) A Smart Private Bedroom in Douglass Flat,11520897,Sung Tae,,North Lawndale,41.85861854777782,-87.69697135560834,Private room,36,2,29,2018-09-14,1.87,17,149
19526068,Chic Spacious 2 bed w/ Sunroom Free Street Parking,12608762,Tanya,,Irving Park,41.95655844284853,-87.70127137475623,Entire home/apt,125,1,56,2018-09-23,3.60,4,323
19526598,East Pilsen Modern 2BR,750475,Matt,,Lower West Side,41.85675234154003,-87.64604536372717,Entire home/apt,101,2,90,2018-10-05,5.88,1,131
19526921,Private room,52558282,Liz,,Uptown,41.97330693894086,-87.66345776396454,Private room,70,2,12,2018-10-07,0.77,2,87
19529540,Spacious Lakeview Condo,130604462,Taylor,,Lake View,41.934370685382966,-87.63846756027581,Entire home/apt,115,1,7,2017-11-26,0.54,1,0
19530690,(72W-W) A Smart Sleeper Sofa in Douglass Flat,11520897,Sung Tae,,North Lawndale,41.857539638357935,-87.69863718729317,Shared room,21,2,25,2018-09-11,1.63,17,361
19532918,Cozy quarters steps away from the lakefront,137194485,Kay,,Oakland,41.82256900866289,-87.60213969247637,Entire home/apt,100,2,94,2018-09-26,6.05,1,29
19543459,Cozy Studio - Lincoln Park (Halsted & Diversey),137271349,Mani,,Lake View,41.932719943735094,-87.64993782218639,Entire home/apt,103,1,4,2017-08-07,0.26,1,0
19547958,Gorgeous Sunny Spacious 1BD | Free Street Parking,51589148,Nova,,Near North Side,41.90300823019333,-87.64162364467772,Entire home/apt,195,7,12,2018-09-04,0.94,1,157
19549132,Safe+Peaceful Lakeview. Your Secret Getaway,9094538,Nicole,,Lake View,41.938093553215666,-87.66561716891434,Entire home/apt,111,1,32,2018-09-03,2.04,18,57
19550970,(72W-C) A Smart Private Bedroom in Douglass Flat,11520897,Sung Tae,,North Lawndale,41.85837169102073,-87.69778918335072,Private room,48,2,17,2018-09-16,1.13,17,178
19551521,Portrait Room,2918510,Monica,,Logan Square,41.922351310892886,-87.71663706630895,Private room,98,2,15,2018-09-30,0.96,1,163
19552092,Amenities Bldg Apt w Amazing Views Walk Everywhere,57291134,Nicole,,Loop,41.87040261789146,-87.63154549023551,Entire home/apt,199,2,4,2018-01-02,0.27,1,0
19552549,(72W-G) A Smart Day Bed in Douglass Flat,11520897,Sung Tae,,North Lawndale,41.85905905857487,-87.69832570789917,Shared room,21,2,28,2018-09-24,1.83,17,165
19553571,The Perfect Place in Andersonville!,14505171,Justin,,Edgewater,41.97809568648104,-87.66421252138566,Entire home/apt,135,4,0,,,1,0
19553958,Spacious One Bedroom in Lincoln Square,137376620,Joey,,Lincoln Square,41.96615570953581,-87.68737917495841,Entire home/apt,85,2,18,2018-03-10,1.25,1,0
19554215,McCormick Convention - Condo Vacation Rentals,118125798,Jermaill,,Grand Boulevard,41.81774368995723,-87.61015039547007,Private room,60,1,23,2018-09-30,1.48,1,167
19557461,"Clean & Clutter Free, Hotelesk",34084764,Christian,,West Town,41.908978128638964,-87.69198205006381,Entire home/apt,180,4,2,2018-06-03,0.15,5,128
19566622,"1 block to Wrigley Field, sleeps 8 with parking!",137495500,Michael,,Lake View,41.952763206831655,-87.6610889178156,Entire home/apt,375,2,42,2018-09-23,2.96,1,306
19570998,Aerie Room in Burberry Leopard House,82861400,Michael,,Rogers Park,42.010554509395746,-87.67127878851974,Private room,30,2,6,2017-08-31,0.39,4,0
19571344,Inviting 4 Bedroom Duplex Next to Humboldt Park,21008290,Danny,,West Town,41.90458581992845,-87.69576030507461,Entire home/apt,179,2,35,2018-09-30,2.55,2,343
19571602,Cozy Room in Burberry Leopard House,82861400,Michael,,Rogers Park,42.012389426590715,-87.67079165119355,Private room,40,2,6,2017-09-03,0.39,4,0
19571718,Gold Room in Burberry Leopard House,82861400,Michael,,Rogers Park,42.01064903793583,-87.6713602134066,Private room,50,2,3,2017-09-03,0.19,4,0
19571841,Zen Room in Burberry Leopard House,82861400,Michael,,Rogers Park,42.01090537541284,-87.67027044781324,Private room,45,2,3,2017-09-03,0.19,4,0
19572462,Quiet En Suite Guest Room in Historic Race House,60397731,Alison,,Irving Park,41.954279847933016,-87.73434244570569,Private room,60,1,21,2018-09-23,1.39,1,0
19574382,"Historic Old Town, Fabulous 4 Bedroom Home",33004,At Home Inn,,Lincoln Park,41.913238090807766,-87.63969137583159,Entire home/apt,400,4,15,2018-09-16,1.06,8,219
19576090,Artsy & Quaint Ukrainian Village Apartment,17542093,Nadia,,West Town,41.89805341349405,-87.6934048900068,Entire home/apt,87,2,39,2018-10-08,2.54,1,222
19577196,Beautiful and warm condo in Hyde Park,137364030,Thanh,,Hyde Park,41.80172629204678,-87.59637546284678,Entire home/apt,80,1,23,2018-10-05,2.43,1,164
19585431,Vibrant and Stylish Condominium near Humboldt Park,137543685,Zach,,West Town,41.90396878001746,-87.69522514173964,Entire home/apt,209,2,49,2018-10-08,3.51,1,324
19585662,HYDE PARK ONE BEDROOM,30812994,Joya,,Hyde Park,41.7963209759429,-87.60311398272601,Private room,30,7,0,,,1,0
19585992,Cozy room and Friendly Host - Wicker Park,137664944,Enrique,,West Town,41.90901168799173,-87.67267177606155,Private room,45,1,96,2018-08-16,6.15,2,0
19586298,The Grotto,28354664,Benjamin,,Logan Square,41.930228280284716,-87.69976410713038,Entire home/apt,60,1,82,2018-09-23,5.27,1,247
19587548,Gold Coast/Michigan Ave/Downtown 1 Bedroom,107355427,Colleen,,Near North Side,41.8997223613199,-87.62495900356862,Entire home/apt,365,2,4,2018-08-05,0.77,4,30
19590945,Newly Updated Lakeview Home with Vintage Charm,122687576,Rees,,Lake View,41.94321503989864,-87.65543003213988,Entire home/apt,159,2,60,2018-10-03,4.47,3,337
19603887,Large Vintage Getaway,137833984,Madeline,,Lake View,41.941971626645625,-87.6407036345875,Entire home/apt,125,3,0,,,1,0
19604017,Cozy Vintage 1bdrm-Pilsen,136277179,Jesus,,Lower West Side,41.85116947175457,-87.66898338358844,Entire home/apt,59,2,49,2018-06-26,3.17,3,0
19606037,Cozy room near Midway Airport,41965621,David,,Ashburn,41.75572228972445,-87.7210112983528,Private room,65,1,1,2017-07-15,0.07,1,0
19606465,"natural light, quiet neighborhood",35450580,Jack,,West Town,41.896245978332345,-87.67081102207688,Private room,35,1,2,2017-08-07,0.14,1,0
19608906,OneEleven RIVER VIEW FURNISHED STUDIO POOL (29),9400379,Chicago Property Concierge,,Loop,41.886895142557,-87.63204337627067,Entire home/apt,110,31,1,2018-05-11,0.19,29,343
19610748,West Town Wonder,137905570,Vanessa,,West Town,41.8921476872319,-87.66088479222311,Entire home/apt,159,3,48,2018-10-07,3.56,1,109
19619124,Vintage Hyde Park Studio No.2 by Zencity,47172572,Zencity,,Hyde Park,41.794206419540984,-87.59041217924441,Entire home/apt,99,1,62,2018-10-01,4.04,57,111
